Clave,Nombre,"Población de 6 y más años por condición para leer y escribir, y sexo",Población de 5 y más años por condición de asistencia escolar y sexo,Población de 5 y más años por nivel de escolaridad y sexo,Población de 18 y más años con nivel profesional,Población de 18 y más años con posgrado,Grado promedio de escolaridad de la población de 15 y más años,Población de 5 y más años por condición de habla indígena,"Población de 6 y más años por condición para leer y escribir, y sexo",Población de 5 y más años por condición de asistencia escolar y sexo,Población de 5 y más años por nivel de escolaridad y sexo,Población de 18 y más años con nivel profesional,Población de 18 y más años con posgrado,Grado promedio de escolaridad de la población de 15 y más años,Población de 5 y más años por condición de habla indígena
16045,Jiquilpan,28307,28880,28880,2467,88,7.2,28880,30612,31180,31180,2737,236,7.5,31180
16046,Juárez,10357,10636,10636,364,13,5.8,10636,11866,12155,12155,424,23,6.2,12155
16047,Jungapeo,15867,16303,16303,359,11,5.7,16303,17155,17620,17620,544,31,6.4,17620
16048,Lagunillas,4199,4301,4301,95,1,5.5,4301,4800,4919,4919,116,6,6,4919
16049,Madero,13398,13815,13815,142,3,4.6,13815,15041,15408,15408,172,11,5.3,15408
16050,Maravatío,60313,61923,61923,2696,89,6.2,61923,70041,71729,71729,3453,178,6.6,71729
16051,Marcos Castellanos,9739,9969,9969,252,12,6.4,9969,11608,11847,11847,564,34,7.2,11847
16052,Lázaro Cárdenas,138892,142564,142564,10247,505,8,142564,152961,156440,156440,12979,949,8.5,156440
16053,Morelia,576104,588340,588340,98133,6994,9.5,588340,637427,650219,650219,119424,12256,10,650219
16054,Morelos,7505,7674,7674,163,8,5.4,7674,7225,7376,7376,184,11,5.7,7376
16055,Múgica,34938,35892,35892,1409,34,6.1,35892,39070,39912,39912,1560,230,6.6,39912
16056,Nahuatzen,21449,21988,21988,642,12,5.6,21988,23536,24093,24093,808,61,6.2,24093
16057,Nocupétaro,6645,6826,6826,140,3,4.7,6826,6725,6892,6892,159,25,5.3,6892
16058,Nuevo Parangaricutiro,13896,14257,14257,430,35,6.3,14257,16262,16618,16618,546,18,6.8,16618
16059,Nuevo Urecho,6789,6967,6967,96,2,5,6967,7316,7457,7457,142,15,5.7,7457
16060,Numarán,8267,8475,8475,183,5,5.7,8475,8353,8523,8523,292,11,6.4,8523
16061,Ocampo,17257,17808,17808,219,2,5.6,17808,19266,19812,19812,333,16,6.2,19812
16062,Pajacuarán,15960,16363,16363,327,7,5.2,16363,16930,17326,17326,469,31,5.8,17326
16063,Panindícuaro,13882,14223,14223,220,5,4.8,14223,14290,14577,14577,265,13,5.3,14577
16064,Parácuaro,19637,20195,20195,438,31,5.3,20195,21961,22503,22503,549,39,5.9,22503
16065,Paracho,27863,28536,28536,1848,36,6.8,28536,30382,31104,31104,2091,128,7.3,31104
16066,Pátzcuaro,68275,70003,70003,4276,174,7.2,70003,76821,78681,78681,5875,409,7.8,78681
16067,Penjamillo,14784,15099,15099,290,8,5.2,15099,15443,15689,15689,435,19,5.7,15689
16068,Peribán,18013,18482,18482,478,20,6,18482,21451,22013,22013,710,54,6.4,22013
16069,La Piedad,79820,81800,81800,6024,303,7.4,81800,87848,89667,89667,8062,677,7.9,89667
16070,Purépero,13345,13654,13654,503,18,6.3,13654,13628,13865,13865,586,49,6.9,13865
16071,Puruándiro,56071,57521,57521,1901,103,5.7,57521,59395,60777,60777,2044,159,6.1,60777
16072,Queréndaro,10770,11066,11066,353,13,6,11066,11904,12180,12180,402,32,6.4,12180
16073,Quiroga,20645,21132,21132,899,17,6.1,21132,22597,23087,23087,1177,36,6.5,23087
16074,Cojumatlán de Régules,8343,8537,8537,132,9,5.1,8537,8794,8967,8967,168,10,5.6,8967
16075,Los Reyes,44402,45518,45518,2149,82,6.6,45518,53879,55119,55119,3114,241,6.9,55119
16076,Sahuayo,53796,55111,55111,2363,113,6.8,55111,63902,65359,65359,3798,288,7.3,65359
16077,San Lucas,14910,15228,15228,569,12,5.3,15228,16254,16570,16570,666,44,5.7,16570
16078,Santa Ana Maya,10473,10712,10712,292,9,5.4,10712,11269,11485,11485,315,11,5.9,11485
16079,Salvador Escalante,33085,34001,34001,571,26,5.5,34001,39220,40157,40157,811,59,5.9,40157
16080,Senguio,13620,14016,14016,259,11,5.6,14016,16053,16417,16417,374,12,6.1,16417
16081,Susupuato,6667,6861,6861,44,2,4.1,6861,7524,7729,7729,90,5,4.8,7729
16082,Tacámbaro,51523,53002,53002,2022,91,6.1,53002,60787,62323,62323,2993,161,6.7,62323
16083,Tancítaro,22151,22792,22792,298,6,5.1,22792,25136,25829,25829,435,40,5.7,25829
16084,Tangamandapio,20705,21254,21254,601,37,5.2,21254,24136,24764,24764,802,70,5.7,24764
16085,Tangancícuaro,26260,26895,26895,852,41,5.4,26895,28604,29195,29195,1098,70,6,29195
16086,Tanhuato,12717,13014,13014,542,11,5.9,13014,13385,13670,13670,559,28,6.5,13670
16087,Taretan,10774,11037,11037,496,53,6.1,11037,11839,12094,12094,525,37,6.7,12094
16088,Tarímbaro,41242,42371,42371,3054,187,7.4,42371,62842,64516,64516,6133,459,8.5,64516
16089,Tepalcatepec,19344,19794,19794,526,21,5.6,19794,20205,20666,20666,625,41,6.1,20666
16090,Tingambato,11023,11271,11271,619,23,6.8,11271,12178,12491,12491,967,41,7.5,12491
16091,Tingüindín,10966,11213,11213,367,26,6,11213,11927,12185,12185,513,37,6.6,12185
16092,Tiquicheo de Nicolás Romero,11744,12124,12124,152,9,4.2,12124,12401,12704,12704,240,11,4.9,12704
16093,Tlalpujahua,21981,22578,22578,674,22,6.4,22578,24029,24631,24631,872,27,6.9,24631
16094,Tlazazalca,6098,6228,6228,59,1,4.4,6228,6247,6346,6346,82,11,4.9,6346
16095,Tocumbo,8721,8908,8908,271,15,5.6,8908,10275,10468,10468,335,38,6.2,10468
16096,Tumbiscatío,7252,7462,7462,60,0,3.9,7462,6905,7055,7055,48,5,4.6,7055
16097,Turicato,27258,28039,28039,283,23,4.4,28039,27827,28506,28506,457,44,5.1,28506
16098,Tuxpan,20987,21592,21592,832,29,6.4,21592,22789,23337,23337,1117,55,7,23337
16099,Tuzantla,13293,13644,13644,135,2,4.2,13644,14351,14663,14663,319,23,5.2,14663
16100,Tzintzuntzan,10796,11027,11027,435,12,6.3,11027,11953,12224,12224,516,60,6.8,12224
16101,Tzitzio,7974,8233,8233,61,2,4.2,8233,8009,8190,8190,83,6,4.9,8190
16102,Uruapan,242052,247990,247990,19349,776,7.8,247990,272055,277961,277961,24491,1389,8.3,277961
16103,Venustiano Carranza,18504,18881,18881,600,23,5.8,18881,20721,21214,21214,916,41,6.4,21214
16104,Villamar,13735,14041,14041,370,18,5.5,14041,15108,15434,15434,580,50,6,15434
16105,Vista Hermosa,15186,15510,15510,481,13,6,15510,16721,17070,17070,501,53,6.4,17070
16106,Yurécuaro,22687,23244,23244,789,23,6,23244,26344,26963,26963,908,72,6.3,26963
16107,Zacapu,61758,63217,63217,5145,213,7.8,63217,65255,66623,66623,5784,423,8.3,66623
16108,Zamora,145436,148986,148986,10641,717,7.4,148986,162520,166229,166229,14063,1282,7.8,166229
16109,Zináparo,2926,2979,2979,76,2,5.4,2979,2932,2972,2972,126,2,6.1,2972
16110,Zinapécuaro,38314,39243,39243,1236,41,5.9,39243,41247,42145,42145,1636,69,6.4,42145
16111,Ziracuaretiro,11910,12213,12213,204,5,6.1,12213,13084,13415,13415,421,14,6.8,13415
16112,Zitácuaro,116492,119573,119573,7631,314,7.3,119573,135265,138603,138603,10411,666,7.7,138603
16113,José Sixto Verduzco,21141,21634,21634,687,22,5.4,21634,22752,23240,23240,889,44,6.1,23240
16996,No especificado,,,,,,,,,,,,,,
16997,Otros estados,,,,,,,,,,,,,,
16998,Otros municipios,,,,,,,,,,,,,,
17001,Amacuzac,13444,13753,13753,616,21,6.9,13753,15133,15483,15483,890,37,7.5,15483
17002,Atlatlahucan,11612,11909,11909,783,52,7.5,11909,16745,17106,17106,1786,165,8.5,17106
17003,Axochiapan,26443,27098,27098,1046,44,6.3,27098,29560,30214,30214,1550,76,6.9,30214
17004,Ayala,60216,61797,61797,2748,114,7,61797,69133,70790,70790,3958,224,7.6,70790
17005,Coatlán del Río,7205,7338,7338,244,6,6.3,7338,8351,8540,8540,325,23,6.7,8540
17006,Cuautla,135994,139145,139145,13519,653,8.7,139145,155084,158357,158357,18674,1381,9.2,158357
17007,Cuernavaca,292264,297933,297933,53638,4773,10.2,297933,318515,324187,324187,63132,8204,10.6,324187
17008,Emiliano Zapata,58018,59512,59512,4725,345,8.3,59512,71614,73275,73275,7583,808,9,73275
17009,Huitzilac,12261,12582,12582,756,59,8.2,12582,14857,15210,15210,1082,146,8.7,15210
17010,Jantetelco,12071,12366,12366,540,13,7,12366,13861,14143,14143,862,50,7.7,14143
17011,Jiutepec,149878,153340,153340,16705,1076,9.2,153340,174997,178514,178514,22334,1795,9.6,178514
17012,Jojutla,44137,45053,45053,4655,217,8.5,45053,49624,50546,50546,6042,373,9,50546
17013,Jonacatepec,11975,12221,12221,818,30,7.5,12221,13139,13382,13382,1093,50,7.9,13382
17014,Mazatepec,7717,7898,7898,645,14,7.5,7898,8388,8556,8556,810,38,8.1,8556
17015,Miacatlán,19893,20347,20347,629,4,6.3,20347,21838,22323,22323,804,37,6.9,22323
17016,Ocuituco,13232,13606,13606,433,16,6.8,13606,14642,15046,15046,540,15,7.4,15046
17017,Puente de Ixtla,48712,49959,49959,2835,71,7.3,49959,54318,55542,55542,3358,131,7.8,55542
17018,Temixco,84542,86699,86699,4319,204,7.5,86699,95257,97432,97432,6059,451,8,97432
17019,Tepalcingo,20430,20884,20884,964,32,6.6,20884,22512,23001,23001,1284,57,7.2,23001
17020,Tepoztlán,30638,31357,31357,3016,207,8.9,31357,36934,37715,37715,4052,347,9.2,37715
17021,Tetecala,5709,5847,5847,358,27,7.4,5847,6651,6788,6788,484,27,8,6788
17022,Tetela del Volcán,14670,15084,15084,286,14,6.4,15084,16472,16924,16924,495,25,7,16924
17023,Tlalnepantla,4343,4454,4454,93,3,6.9,4454,5723,5880,5880,180,7,7.4,5880
17024,Tlaltizapán de Zapata,38761,39756,39756,2063,82,7.4,39756,43204,44126,44126,2735,138,8,44126
17025,Tlaquiltenango,26046,26675,26675,1650,82,7.3,26675,28276,28883,28883,2131,133,7.8,28883
17026,Tlayacapan,12544,12834,12834,817,21,7.6,12834,14565,14911,14911,1133,74,8.3,14911
17027,Totolapan,8614,8839,8839,316,8,7.1,8839,9290,9540,9540,402,19,7.7,9540
17028,Xochitepec,45757,46898,46898,2145,76,7.3,46898,55560,56810,56810,3419,219,8,56810
17029,Yautepec,69588,71343,71343,4416,188,8,71343,86074,88021,88021,6678,478,8.5,88021
17030,Yecapixtla,33666,34643,34643,1307,48,7.1,34643,40798,41850,41850,1961,116,7.7,41850
17031,Zacatepec,29332,29946,29946,3555,199,9,29946,31503,32118,32118,4237,286,9.4,32118
17032,Zacualpan,6954,7127,7127,401,14,7.7,7127,7996,8196,8196,739,23,8.4,8196
17033,Temoac,10697,10985,10985,324,4,6.7,10985,12961,13260,13260,924,25,7.6,13260
17996,No especificado,,,,,,,,,,,,,,
17997,Otros estados,,,,,,,,,,,,,,
17998,Otros municipios,,,,,,,,,,,,,,
18001,Acaponeta,30470,31189,31189,2490,109,7.6,31189,32421,33081,33081,2671,194,8.2,33081
18002,Ahuacatlán,12476,12731,12731,838,27,7.3,12731,13626,13879,13879,1176,57,7.9,13879
18003,Amatlán de Cañas,9262,9449,9449,285,9,6.4,9449,10041,10240,10240,417,37,7,10240
18004,Compostela,54539,55851,55851,3074,118,6.9,55851,61981,63315,63315,3965,192,7.5,63315
18005,Huajicori,8956,9209,9209,200,6,5.9,9209,9625,9912,9912,307,13,6.7,9912
18006,Ixtlán del Río,22465,23029,23029,1775,145,7.7,23029,24258,24746,24746,2099,184,8.2,24746
18007,Jala,13882,14236,14236,963,25,7.2,14236,15359,15751,15751,1210,42,7.7,15751
18008,Xalisco,36386,37356,37356,3880,142,8.7,37356,42606,43598,43598,5567,429,9.4,43598
18009,Del Nayar,24545,25440,25440,258,11,3.8,25440,27857,28859,28859,326,6,4.5,28859
18010,Rosamorada,28190,28884,28884,920,39,6.4,28884,30401,31036,31036,1134,67,7.1,31036
18011,Ruíz,18095,18603,18603,726,21,6.7,18603,20435,20927,20927,831,48,7.3,20927
18012,San Blas,32851,33577,33577,1168,46,6.6,33577,38344,39105,39105,1573,124,7.2,39105
18013,San Pedro Lagunillas,6343,6488,6488,269,10,6.8,6488,6711,6853,6853,397,12,7.4,6853
18014,Santa María del Oro,19251,19669,19669,950,61,6.7,19669,19730,20173,20173,899,37,7,20173
18015,Santiago Ixcuintla,74464,76235,76235,3036,85,6.9,76235,82742,84446,84446,3987,157,7.5,84446
18016,Tecuala,33296,34040,34040,1861,40,7,34040,35414,36066,36066,1987,166,7.6,36066
18017,Tepic,290378,296861,296861,48615,2747,9.8,296861,334940,341956,341956,62697,5258,10.2,341956
18018,Tuxpan,25504,26043,26043,1677,60,7.5,26043,26981,27511,27511,1996,98,8,27511
18019,La Yesca,9998,10334,10334,105,6,5,10334,11659,11970,11970,170,4,5.7,11970
18020,Bahía de Banderas,70515,72414,72414,4529,207,7.7,72414,105394,108076,108076,9905,573,8.7,108076
18996,No especificado,,,,,,,,,,,,,,
18997,Otros estados,,,,,,,,,,,,,,
18998,Otros municipios,,,,,,,,,,,,,,
19001,Abasolo,2378,2441,2441,86,1,8,2441,2387,2432,2432,110,5,8.1,2432
19002,Agualeguas,3199,3249,3249,109,5,6.9,3249,3152,3211,3211,109,3,7.1,3211
19003,Los Aldamas,1493,1523,1523,19,2,5.7,1523,1226,1244,1244,8,3,5.9,1244
19004,Allende,25815,26495,26495,1206,81,7.8,26495,28665,29260,29260,1587,151,8.2,29260
19005,Anáhuac,15687,16074,16074,634,39,7.2,16074,15560,15913,15913,706,80,7.7,15913
19006,Apodaca,351987,363064,363064,30397,1016,9.5,363064,450972,462279,462279,51375,2867,10.1,462279
19007,Aramberri,12768,13120,13120,252,21,5.8,13120,13663,13988,13988,330,57,6.3,13988
19008,Bustamante,2935,3005,3005,121,3,7.7,3005,3350,3433,3433,157,8,7.9,3433
19009,Cadereyta Jiménez,64563,66148,66148,4979,151,8.3,66148,75823,77412,77412,5865,321,8.7,77412
19010,El Carmen,6088,6245,6245,248,3,7.7,6245,13631,14016,14016,556,31,8.5,14016
19011,Cerralvo,7131,7303,7303,229,27,6.9,7303,6972,7132,7132,279,23,7.3,7132
19012,Ciénega de Flores,12109,12449,12449,442,34,7.8,12449,20659,21245,21245,750,73,8.5,21245
19013,China,9566,9762,9762,391,18,6.8,9762,9711,9897,9897,389,90,7.3,9897
19014,Dr. Arroyo,28417,29225,29225,588,62,5.7,29225,30766,31536,31536,830,103,6.1,31536
19015,Dr. Coss,1503,1530,1530,16,1,5.6,1530,1561,1584,1584,15,7,6.1,1584
19016,Dr. González,2702,2774,2774,45,2,6.4,2774,2983,3042,3042,50,7,6.9,3042
19017,Galeana,34026,34910,34910,1023,78,6.3,34910,35121,35915,35915,939,115,6.7,35915
19018,García,42108,43628,43628,1483,43,7.9,43628,118269,122023,122023,8151,567,9.2,122023
19019,San Pedro Garza García,108551,110258,110258,34269,4145,11.6,110258,106704,108108,108108,32704,6996,12.1,108108
19020,Gral. Bravo,4715,4827,4827,168,6,6.6,4827,4882,4991,4991,154,31,7.1,4991
19021,Gral. Escobedo,253329,260988,260988,20282,1164,9,260988,307544,315048,315048,29729,2249,9.4,315048
19022,Gral. Terán,12457,12705,12705,442,21,6.9,12705,12976,13234,13234,466,53,7.2,13234
19023,Gral. Treviño,1348,1370,1370,41,1,7,1370,1149,1170,1170,28,9,7,1170
19024,Gral. Zaragoza,4921,5074,5074,76,8,5.8,5074,5179,5309,5309,125,21,6.5,5309
19025,Gral. Zuazua,6027,6198,6198,255,10,7.1,6198,45297,46980,46980,1232,73,8.8,46980
19026,Guadalupe,603688,617162,617162,83121,4922,9.7,617162,605817,616679,616679,96333,7573,10.1,616679
19027,Los Herreras,1716,1749,1749,44,1,6.1,1749,1828,1851,1851,36,8,6.5,1851
19028,Higueras,1258,1293,1293,53,1,7.4,1293,1395,1420,1420,69,2,7.6,1420
19029,Hualahuises,5884,6009,6009,365,28,7.6,6009,6180,6303,6303,396,40,8,6303
19030,Iturbide,3106,3173,3173,64,3,6.3,3173,3163,3238,3238,71,8,6.7,3238
19031,Juárez,114349,118471,118471,4692,152,8.5,118471,216460,223131,223131,10485,577,9,223131
19032,Lampazos de Naranjo,3914,4007,4007,103,12,6.7,4007,4683,4782,4782,142,16,7.3,4782
19033,Linares,61921,63430,63430,4300,226,7.9,63430,69482,70998,70998,5527,453,8.4,70998
19034,Marín,4595,4726,4726,154,17,7.5,4726,4755,4849,4849,181,32,8,4849
19035,Melchor Ocampo,957,973,973,41,1,7,973,784,797,797,32,4,7.4,797
19036,Mier y Noriega,5974,6149,6149,38,3,5,6149,6096,6262,6262,26,8,5.3,6262
19037,Mina,4523,4627,4627,84,3,6.5,4627,4790,4907,4907,130,8,7.1,4907
19038,Montemorelos,47310,48350,48350,4154,410,8.3,48350,51882,52893,52893,4629,735,8.7,52893
19039,Monterrey,983359,1004311,1004311,167590,13095,9.8,1004311,1017566,1035339,1035339,190166,23637,10.3,1035339
19040,Parás,877,888,888,43,2,7.4,888,932,944,944,24,1,7.4,944
19041,Pesquería,10627,10925,10925,192,9,7.2,10925,17635,18057,18057,491,31,8,18057
19042,Los Ramones,5671,5778,5778,63,0,6.1,5778,4841,4916,4916,67,7,6.2,4916
19043,Rayones,2291,2340,2340,22,0,5.1,2340,2370,2395,2395,30,1,5.6,2395
19044,Sabinas Hidalgo,28307,28966,28966,1769,154,8.3,28966,30958,31592,31592,2290,226,8.6,31592
19045,Salinas Victoria,23156,23920,23920,519,15,7.4,23920,28113,28829,28829,651,55,7.8,28829
19046,San Nicolás de los Garza,429388,437317,437317,88555,5013,10.8,437317,404103,409860,409860,93627,6881,11,409860
19047,Hidalgo,13507,13883,13883,849,18,8.3,13883,14378,14681,14681,1089,85,8.7,14681
19048,Santa Catarina,222933,228723,228723,18146,709,8.9,228723,235615,240370,240370,25600,1881,9.5,240370
19049,Santiago,32691,33399,33399,3027,164,8.7,33399,35358,36007,36007,3924,481,9.2,36007
19050,Vallecillo,1670,1701,1701,15,0,6,1701,1720,1748,1748,21,1,6.5,1748
19051,Villaldama,3671,3744,3744,96,16,7.4,3744,3743,3806,3806,187,7,8.1,3806
19996,No especificado,,,,,,,,,,,,,,
19997,Otros estados,,,,,,,,,,,,,,
19998,Otros municipios,,,,,,,,,,,,,,
20001,Abejones,1003,1034,1034,9,0,5,1034,948,972,972,10,0,5.5,972
20002,Acatlán de Pérez Figueroa,37413,38356,38356,1222,17,5.7,38356,39880,40710,40710,1643,78,6.2,40710
20003,Asunción Cacalotepec,1910,1944,1944,21,0,4.8,1944,2233,2274,2274,46,1,5.5,2274
20004,Asunción Cuyotepeji,650,669,669,8,1,5.5,669,902,921,921,33,1,6.4,921
20005,Asunción Ixtaltepec,13068,13305,13305,1153,23,6.7,13305,13458,13702,13702,1399,57,7.3,13702
20006,Asunción Nochixtlán,12652,12970,12970,689,16,7.2,12970,15511,15861,15861,1096,62,7.9,15861
20007,Asunción Ocotlán,2890,2954,2954,21,2,3.3,2954,2296,2333,2333,30,0,3.7,2333
20008,Asunción Tlacolulita,638,653,653,9,0,5.2,653,766,780,780,18,0,6,780
20009,Ayotzintepec,5682,5850,5850,36,2,5.3,5850,5883,6021,6021,79,2,5.9,6021
20010,El Barrio de la Soledad,11969,12171,12171,1020,45,7.8,12171,12110,12377,12377,1275,78,8.3,12377
20011,Calihualá,919,943,943,7,0,4.2,943,1064,1088,1088,8,1,4.3,1088
20012,Candelaria Loxicha,7247,7512,7512,55,3,4.5,7512,8320,8581,8581,106,6,5,8581
20013,Ciénega de Zimatlán,2313,2359,2359,79,3,5.7,2359,2516,2557,2557,150,6,6.5,2557
20014,Ciudad Ixtepec,21584,21991,21991,2175,80,8.1,21991,23129,23533,23533,2690,112,8.5,23533
20015,Coatecas Altas,4192,4314,4314,4,1,2.9,4314,4076,4194,4194,7,4,3.1,4194
20016,Coicoyán de las Flores,5998,6240,6240,1,0,1.5,6240,6807,7110,7110,5,1,2.3,7110
20017,La Compañía,2974,3042,3042,10,0,4,3042,2926,2996,2996,7,0,4.3,2996
20018,Concepción Buenavista,720,738,738,6,0,4.8,738,734,744,744,5,0,5.1,744
20019,Concepción Pápalo,2560,2616,2616,6,0,4.2,2616,2748,2811,2811,21,1,4.7,2811
20020,Constancia del Rosario,3098,3231,3231,64,10,4.2,3231,3263,3378,3378,106,7,4.8,3378
20021,Cosolapa,12600,12886,12886,513,5,6.2,12886,13056,13343,13343,680,22,6.7,13343
20022,Cosoltepec,948,963,963,17,0,6,963,803,810,810,35,2,6.4,810
20023,Cuilápam de Guerrero,13119,13412,13412,924,27,7.6,13412,16253,16628,16628,1439,41,8.2,16628
20024,Cuyamecalco Villa de Zaragoza,3339,3411,3411,16,0,3.4,3411,3348,3437,3437,23,2,3.8,3437
20025,Chahuites,8637,8855,8855,294,5,5.5,8855,9759,9997,9997,440,25,6.1,9997
20026,Chalcatongo de Hidalgo,6536,6693,6693,171,4,5.9,6693,7471,7642,7642,253,8,6.5,7642
20027,Chiquihuitlán de Benito Juárez,2125,2168,2168,11,1,3.3,2168,2234,2280,2280,21,0,4,2280
20028,Heroica Ciudad de Ejutla de Crespo,14978,15341,15341,208,7,4.8,15341,17175,17555,17555,421,48,5.6,17555
20029,Eloxochitlán de Flores Magón,3333,3437,3437,28,3,3.5,3437,3654,3753,3753,52,2,3.9,3753
20030,El Espinal,7436,7571,7571,1535,58,9.2,7571,7480,7607,7607,1671,90,9.7,7607
20031,Tamazulápam del Espíritu Santo,6127,6248,6248,119,5,4.5,6248,6611,6739,6739,203,5,5.3,6739
20032,Fresnillo de Trujano,760,769,769,1,0,3.7,769,916,928,928,1,0,4.8,928
20033,Guadalupe Etla,2081,2123,2123,219,4,8.3,2123,2178,2218,2218,242,10,8.8,2218
20034,Guadalupe de Ramírez,1081,1101,1101,15,0,5.3,1101,1241,1262,1262,12,1,5.5,1262
20035,Guelatao de Juárez,424,425,425,58,1,9.8,425,484,493,493,62,6,10.3,493
20036,Guevea de Humboldt,4594,4723,4723,16,0,4.5,4723,4577,4686,4686,36,0,5.1,4686
20037,Mesones Hidalgo,3358,3455,3455,23,3,4,3455,3758,3873,3873,44,0,4.4,3873
20038,Villa Hidalgo,1742,1768,1768,10,0,3.8,1768,1936,1964,1964,15,0,5.1,1964
20039,Heroica Ciudad de Huajuapan de León,48703,49814,49814,4076,238,8.1,49814,60754,62151,62151,6309,502,8.6,62151
20040,Huautepec,4711,4866,4866,22,0,3,4866,5062,5231,5231,15,0,3.4,5231
20041,Huautla de Jiménez,26593,27257,27257,796,14,4.6,27257,26285,26951,26951,934,50,5.3,26951
20042,Ixtlán de Juárez,6234,6402,6402,227,8,6.6,6402,6722,6897,6897,351,30,7.2,6897
20043,Heroica Ciudad de Juchitán de Zaragoza,75548,77257,77257,6601,108,7.1,77257,82300,84023,84023,9290,232,7.7,84023
20044,Loma Bonita,34381,35178,35178,1221,53,5.8,35178,36556,37386,37386,1671,114,6.3,37386
20045,Magdalena Apasco,5273,5415,5415,647,22,9,5415,6542,6697,6697,853,45,9.4,6697
20046,Magdalena Jaltepec,3085,3140,3140,24,0,4.9,3140,3011,3063,3063,23,3,5.3,3063
20047,Santa Magdalena Jicotlán,95,97,97,0,0,5.6,97,85,86,86,1,0,6,86
20048,Magdalena Mixtepec,863,908,908,1,0,3.8,908,1055,1101,1101,1,0,4.6,1101
20049,Magdalena Ocotlán,934,953,953,9,0,5.8,953,997,1020,1020,21,1,6.4,1020
20050,Magdalena Peñasco,2935,3012,3012,1,0,3.6,3012,3186,3301,3301,31,0,4.5,3301
20051,Magdalena Teitipac,3615,3760,3760,4,0,3,3760,3689,3800,3800,6,0,3.3,3800
20052,Magdalena Tequisistlán,5384,5515,5515,423,4,7.1,5515,5520,5656,5656,401,18,7.5,5656
20053,Magdalena Tlacotepec,1048,1062,1062,62,0,6.1,1062,1117,1127,1127,75,2,6.7,1127
20054,Magdalena Zahuatlán,381,388,388,7,0,5.2,388,372,378,378,6,0,6.3,378
20055,Mariscala de Juárez,2722,2792,2792,51,2,5.1,2792,3109,3202,3202,57,6,5.6,3202
20056,Mártires de Tacubaya,1038,1064,1064,20,0,5.5,1064,1282,1312,1312,39,3,6.2,1312
20057,Matías Romero Avendaño,33956,34788,34788,1760,39,6.6,34788,33795,34509,34509,2075,77,7.1,34509
20058,Mazatlán Villa de Flores,11101,11449,11449,49,6,3.8,11449,11627,11946,11946,96,4,4.2,11946
20059,Miahuatlán de Porfirio Díaz,27739,28503,28503,1064,17,6,28503,35880,36747,36747,1744,78,6.5,36747
20060,Mixistlán de la Reforma,2132,2190,2190,10,0,4.7,2190,2434,2496,2496,9,1,5.4,2496
20061,Monjas,1838,1885,1885,17,0,3.9,1885,2227,2277,2277,21,0,4.4,2277
20062,Natividad,492,502,502,9,0,6.5,502,530,546,546,24,6,7.5,546
20063,Nazareno Etla,3292,3367,3367,462,11,9.4,3367,3504,3573,3573,494,31,9.8,3573
20064,Nejapa de Madero,6455,6608,6608,64,6,5.8,6608,6550,6692,6692,111,4,6.1,6692
