Clave,Nombre,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos
13062,Tepehuacán de Guerrero,54,1,3,4,8,3,35,21,0,1,0,8,3,9,12,0,1,0,1,2,8,32,3,2,1,3,4,19,39,6,2,0,3,3,25,53,2,10,4,7,10,20
13063,Tepeji del Río de Ocampo,1140,85,45,9,244,317,440,1094,107,21,7,235,296,428,1201,84,17,7,234,361,498,1300,119,32,17,289,332,511,1202,94,31,14,254,307,502,1385,99,38,14,247,441,546
13064,Tepetitlán,68,2,4,2,13,13,34,73,1,3,1,13,26,29,76,10,2,1,15,14,34,99,7,2,3,24,22,41,112,13,1,2,22,29,45,87,12,1,0,21,15,38
13065,Tetepango,67,8,3,1,19,7,29,60,8,0,1,11,10,30,55,3,1,0,16,11,24,58,10,0,0,14,5,29,69,6,0,1,21,6,35,87,9,4,2,12,10,50
13066,Villa de Tezontepec,74,8,1,3,16,16,30,58,5,0,0,14,9,30,65,6,0,2,9,20,28,83,9,2,0,15,21,36,81,12,2,2,18,14,33,70,6,2,3,19,13,27
13067,Tezontepec de Aldama,244,17,13,7,66,35,106,236,20,3,7,64,29,113,272,11,4,3,74,33,147,274,23,5,6,73,25,142,377,35,8,7,98,65,164,371,37,8,5,79,94,148
13068,Tianguistengo,76,2,5,4,16,23,26,43,1,6,0,3,6,27,41,1,0,0,8,15,17,38,2,3,1,8,7,17,16,0,0,0,6,6,4,18,0,1,2,4,8,3
13069,Tizayuca,965,71,16,13,179,324,362,1117,93,16,13,177,429,389,1203,104,15,10,207,484,383,1411,109,11,14,239,602,436,1702,80,25,20,232,772,573,1914,83,48,28,234,1031,490
13070,Tlahuelilpan,189,21,3,2,52,42,69,212,19,5,1,61,27,99,205,23,4,0,66,29,83,209,21,5,0,57,40,86,242,30,5,0,70,45,92,197,10,7,0,59,46,75
13071,Tlahuiltepa,15,0,0,0,3,0,12,12,1,1,1,4,0,5,12,2,1,2,0,1,6,12,0,0,0,2,0,10,8,0,2,1,1,1,3,10,2,0,2,0,2,4
13072,Tlanalapa,82,7,0,0,28,16,31,88,10,1,1,15,19,42,107,17,2,1,26,22,39,129,17,2,5,43,17,45,115,7,1,6,31,31,39,135,12,1,3,34,32,53
13073,Tlanchinol,93,7,4,3,22,11,46,103,1,8,6,24,13,51,99,5,6,3,27,9,49,113,4,4,5,22,12,66,87,6,5,1,21,13,41,107,6,9,2,20,27,43
13074,Tlaxcoapan,320,24,9,5,94,66,122,391,29,9,1,97,123,132,365,21,3,2,102,109,128,467,34,9,1,102,134,187,584,36,9,8,119,157,255,526,34,17,0,91,206,178
13075,Tolcayuca,79,12,1,3,6,20,37,92,1,2,4,16,15,54,95,18,1,1,17,21,37,93,10,0,2,15,24,42,82,6,2,1,13,25,35,78,5,4,4,6,26,33
13076,Tula de Allende,2097,167,48,27,423,640,792,2163,137,45,17,387,632,945,2204,153,31,19,407,472,1122,2203,177,51,22,462,552,939,2697,214,47,24,454,874,1084,3194,277,33,27,603,1093,1161
13077,Tulancingo de Bravo,3191,283,43,40,727,748,1350,3407,286,44,58,730,828,1461,3840,273,22,55,811,1022,1657,4086,300,19,36,929,1153,1649,4009,235,74,37,938,1056,1669,4233,248,98,26,832,1410,1619
13078,Xochiatipan,44,2,5,0,20,0,17,21,0,1,3,7,3,7,37,2,1,3,9,3,19,33,4,0,1,12,3,13,25,2,0,0,9,2,12,20,0,2,0,4,5,9
13079,Xochicoatlán,22,2,1,0,4,6,9,28,3,0,1,2,2,20,21,0,0,1,3,5,12,22,3,1,0,6,3,9,14,1,0,0,2,3,8,18,2,1,0,5,5,5
13080,Yahualica,33,3,3,1,7,5,14,35,0,3,0,9,0,23,52,3,1,1,14,5,28,52,2,2,1,9,2,36,46,3,1,2,8,4,28,45,6,4,1,10,5,19
13081,Zacualtipán de Ángeles,259,23,11,2,52,59,112,221,19,7,5,49,47,94,215,16,5,2,43,61,88,271,24,6,3,56,78,104,202,8,3,5,24,99,63,147,5,6,3,15,59,59
13082,Zapotlán de Juárez,96,7,0,2,22,16,49,75,4,2,2,19,15,33,104,6,2,0,28,27,41,106,9,0,2,15,39,41,81,6,3,1,18,19,34,119,6,6,9,36,29,33
13083,Zempoala,122,9,3,2,29,31,48,147,8,1,9,30,45,54,207,20,1,3,44,64,75,269,17,5,7,63,102,75,380,23,11,3,83,131,129,426,28,7,5,98,137,151
13084,Zimapán,178,20,8,2,34,33,81,203,17,9,2,32,42,101,278,19,2,6,50,35,166,292,27,7,10,40,76,132,228,15,3,6,45,79,80,219,14,6,4,34,82,79
13996,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
13997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14001,Acatic,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,59,5,2,1,12,22,17,98,8,3,12,9,49,17,140,17,5,11,23,50,34
14002,Acatlán de Juárez,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,154,26,3,5,22,44,54,245,33,4,6,37,85,80,246,35,2,7,29,98,75
14003,Ahualulco de Mercado,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,167,19,4,6,38,60,40,164,22,4,3,28,65,42,146,10,2,3,25,63,43
14004,Amacueca,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,19,1,1,3,4,6,4,8,2,0,1,4,1,0,35,4,0,2,8,10,11
14005,Amatitán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,60,9,1,3,17,14,16,76,5,3,5,11,23,29,108,8,2,8,14,49,27
14006,Ameca,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,394,33,15,12,54,193,87,477,37,4,8,84,222,122,579,61,9,12,86,228,183
14007,San Juanito de Escobedo,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,35,4,2,3,6,10,10,41,4,1,2,6,9,19,46,7,2,0,5,14,18
14008,Arandas,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,267,21,7,13,87,67,72,339,34,4,11,121,108,61,597,62,6,19,126,258,126
14009,El Arenal,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,82,20,1,10,12,22,17,121,21,4,14,12,44,26,166,25,1,4,22,78,36
14010,Atemajac de Brizuela,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,8,1,0,0,1,1,5,6,1,0,0,0,1,4,19,3,1,1,6,5,3
14011,Atengo,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,37,3,4,0,2,7,21,28,3,1,0,7,8,9,24,1,1,0,3,14,5
14012,Atenguillo,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11,0,1,2,2,4,2,21,5,0,2,5,5,4,14,2,1,1,0,8,2
14013,Atotonilco el Alto,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,293,26,7,13,89,117,41,452,39,7,16,114,206,70,342,37,5,21,53,173,53
14014,Atoyac,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,31,2,1,3,6,9,10,35,2,1,2,3,9,18,39,4,1,1,4,15,14
14015,Autlán de Navarro,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,515,47,13,14,84,188,169,612,64,14,15,91,245,183,635,47,7,13,75,286,207
14016,Ayotlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,88,9,5,7,25,25,17,142,8,4,5,52,44,29,103,8,0,3,21,57,14
14017,Ayutla,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,70,6,2,1,27,21,13,58,3,2,1,24,11,17,55,5,0,2,20,19,9
14018,La Barca,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,362,26,6,15,63,173,79,510,31,4,27,114,219,115,556,29,8,27,77,282,133
14019,Bolaños,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13,2,0,3,5,2,1,19,1,0,5,6,2,5,25,2,0,1,10,6,6
14020,Cabo Corrientes,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,118,21,0,7,24,33,33,122,16,2,7,25,38,34,115,12,3,4,15,42,39
14021,Casimiro Castillo,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,191,26,9,4,39,68,45,224,11,4,10,51,78,70,211,13,2,10,39,77,70
14022,Cihuatlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,480,18,9,8,67,249,129,544,33,14,11,72,232,182,601,37,13,17,92,296,146
14023,Zapotlán el Grande,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1011,115,20,18,180,384,294,929,111,18,22,178,331,269,1261,145,14,14,221,481,386
14024,Cocula,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,120,16,4,9,29,26,36,142,11,1,11,23,37,59,187,20,1,8,41,58,59
14025,Colotlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,120,15,2,1,19,47,36,121,5,0,9,28,48,31,126,11,2,3,30,49,31
14026,Concepción de Buenos Aires,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12,1,0,0,3,3,5,18,0,1,0,7,7,3,15,0,1,3,1,4,6
14027,Cuautitlán de García Barragán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,77,7,2,3,20,18,27,169,22,5,8,43,31,60,154,21,6,5,38,41,43
14028,Cuautla,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13,1,0,1,2,7,2,5,1,0,0,0,3,1,7,1,1,0,2,1,2
14029,Cuquío,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,50,9,1,4,4,18,14,82,10,1,2,13,31,25,63,7,1,4,10,27,14
14030,Chapala,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,546,50,13,4,138,198,143,735,41,12,11,164,369,138,606,40,6,11,143,269,137
14031,Chimaltitán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,25,1,2,2,9,3,8,17,3,1,1,4,4,4,18,2,1,1,4,5,5
14032,Chiquilistlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,15,1,0,1,5,4,4,17,1,2,0,3,2,9,10,0,0,1,4,4,1
14033,Degollado,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,118,11,2,7,27,47,24,122,22,2,1,29,45,23,117,14,1,6,14,51,31
14034,Ejutla,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9,1,1,0,2,3,2,5,0,0,0,1,2,2,12,2,0,1,1,5,3
14035,Encarnación de Díaz,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,272,23,2,15,50,101,81,309,43,5,19,48,107,87,359,46,6,21,64,161,61
14036,Etzatlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,79,2,4,2,15,25,31,71,7,2,1,13,19,29,126,11,0,2,20,50,43
14037,El Grullo,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,151,17,6,4,33,63,28,197,25,5,5,54,59,49,233,19,3,5,32,119,55
14038,Guachinango,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,24,3,0,2,4,6,9,14,4,1,0,1,5,3,15,4,0,4,1,2,4
14039,Guadalajara,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,23245,2855,344,193,2967,7822,9064,21624,2703,279,179,3050,7107,8306,24131,2600,172,274,2887,10227,7971
14040,Hostotipaquillo,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,38,2,0,4,10,13,9,51,9,1,8,9,10,14,61,8,0,8,6,22,17
14041,Huejúcar,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,20,2,1,0,4,12,1,26,0,0,0,4,18,4,35,1,1,2,6,20,5
14042,Huejuquilla el Alto,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,77,9,4,3,23,15,23,39,3,2,2,8,18,6,61,3,1,0,18,29,10
14043,La Huerta,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,220,27,8,7,29,78,71,228,24,4,18,32,98,52,226,22,4,22,28,110,40
14044,Ixtlahuacán de los Membrillos,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,171,20,7,15,28,62,39,274,31,8,16,52,111,56,472,64,9,22,84,204,89
14045,Ixtlahuacán del Río,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,99,15,2,8,18,30,26,112,14,2,10,11,49,26,151,11,5,3,21,85,26
14046,Jalostotitlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,95,13,2,7,14,45,14,170,21,7,8,33,73,28,229,19,7,6,37,101,59
14047,Jamay,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,72,4,3,4,15,32,14,111,10,5,8,28,38,22,133,15,3,5,16,67,27
14048,Jesús María,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,39,3,1,2,9,14,10,78,9,3,6,11,33,16,163,8,3,14,45,59,34
14049,Jilotlán de los Dolores,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,7,0,2,0,0,2,3,10,0,0,5,0,4,1,27,0,0,10,0,11,6
14050,Jocotepec,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,272,39,2,11,36,85,99,228,29,7,4,25,117,46,202,19,3,21,24,98,37
14051,Juanacatlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,65,8,0,2,9,32,14,75,3,3,1,18,25,25,97,8,0,0,18,36,35
14052,Juchitlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11,0,0,0,2,4,5,17,4,0,0,2,8,3,23,5,0,0,8,6,4
14053,Lagos de Moreno,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1395,197,34,41,350,412,361,1769,230,21,39,442,513,524,1752,229,26,45,370,617,465
14054,El Limón,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,27,3,3,0,2,11,8,35,5,1,2,4,13,10,20,0,2,2,1,8,7
14055,Magdalena,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,149,11,3,5,31,57,42,134,10,1,10,21,53,39,170,10,7,11,21,80,41
14056,Santa María del Oro,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2,0,0,0,0,2,0,2,0,0,1,0,0,1,4,0,0,1,0,3,0
14057,La Manzanilla de la Paz,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,14,4,0,2,2,3,3,21,0,0,1,3,14,3,31,2,0,2,0,16,11
14058,Mascota,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,85,11,0,4,17,24,29,101,9,2,3,26,30,31,93,13,4,9,13,33,21
14059,Mazamitla,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,96,7,1,3,11,43,31,131,6,3,4,25,75,18,149,13,2,5,15,62,52
14060,Mexticacán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9,1,0,0,0,5,3,16,0,0,2,0,12,2,19,1,1,0,0,10,7
14061,Mezquitic,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,33,1,3,3,13,6,7,33,2,4,3,11,7,6,39,2,0,4,20,7,6
14062,Mixtlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,14,3,0,1,1,8,1,12,2,0,1,1,4,4,18,2,0,0,2,8,6
14063,Ocotlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,821,152,22,10,197,227,213,890,118,17,19,213,314,209,1116,104,20,24,222,508,238
14064,Ojuelos de Jalisco,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,134,12,3,8,42,34,35,205,33,5,11,58,52,46,120,11,0,7,16,57,29
14065,Pihuamo,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,53,4,1,4,15,18,11,66,3,2,4,13,31,13,70,5,3,3,13,25,21
14066,Poncitlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,306,41,11,23,72,82,77,417,51,10,24,156,123,53,378,65,8,15,111,120,59
14067,Puerto Vallarta,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,5266,786,145,52,842,1975,1466,5222,710,125,50,753,2122,1462,5982,648,97,61,799,2629,1748
14068,Villa Purificación,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,78,7,4,2,21,25,19,132,15,4,2,31,30,50,163,24,4,1,28,53,53
14069,Quitupan,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,20,4,0,1,1,8,6,36,5,0,2,7,12,10,59,5,2,4,9,13,26
14070,El Salto,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1030,119,44,21,184,409,253,1134,94,37,21,225,452,305,1313,101,26,44,233,609,300
14071,San Cristóbal de la Barranca,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11,2,0,1,2,3,3,21,3,0,5,0,5,8,20,0,0,2,0,14,4
14072,San Diego de Alejandría,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,56,9,2,6,7,17,15,61,18,4,2,9,15,13,58,11,4,3,9,24,7
14073,San Juan de los Lagos,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,410,52,9,12,83,174,80,452,33,5,22,90,230,72,511,43,9,19,103,242,95
14074,San Julián,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,25,2,0,1,3,10,9,42,1,3,1,4,31,2,98,11,1,0,14,52,20
14075,San Marcos,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10,2,0,0,1,2,5,12,1,0,0,3,4,4,18,0,1,1,2,6,8
14076,San Martín de Bolaños,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,43,4,2,1,13,16,7,25,4,0,0,8,9,4,18,2,0,1,4,5,6
14077,San Martín Hidalgo,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,71,5,0,0,13,37,16,98,11,1,6,11,44,25,147,9,3,1,14,73,47
14078,San Miguel el Alto,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,110,3,2,5,18,24,58,102,5,4,4,28,49,12,294,26,3,18,62,133,52
14079,Gómez Farías,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,59,7,2,2,8,19,21,68,9,4,3,20,18,14,98,5,1,8,26,33,25
14080,San Sebastián del Oeste,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,21,6,0,1,4,6,4,35,4,1,6,5,4,15,21,2,0,3,2,11,3
14081,Santa María de los Ángeles,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11,0,1,1,3,4,2,11,3,0,0,2,3,3,14,2,0,3,1,4,4
14082,Sayula,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,259,35,3,8,57,98,58,174,22,2,9,39,52,50,310,51,3,15,55,103,83
14083,Tala,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,509,65,6,13,86,233,106,628,55,6,16,116,231,204,818,103,5,13,156,348,193
14084,Talpa de Allende,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,63,9,1,2,11,22,18,66,5,2,6,15,18,20,87,1,2,6,23,33,22
14085,Tamazula de Gordiano,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,293,25,9,8,60,117,74,223,13,3,8,51,93,55,480,44,13,8,104,193,118
14086,Tapalpa,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,75,7,2,3,13,22,28,79,5,3,1,17,25,28,82,10,2,6,12,24,28
14087,Tecalitlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,70,8,5,9,14,17,17,86,5,5,3,16,24,33,110,10,4,20,15,27,34
14088,Tecolotlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,72,13,1,6,30,8,14,91,12,2,4,27,25,21,95,13,2,6,13,40,21
14089,Techaluta de Montenegro,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,21,1,0,1,8,7,4,17,3,0,2,3,6,3,27,6,0,1,7,11,2
14090,Tenamaxtlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,29,5,0,1,7,11,5,37,2,3,1,6,17,8,27,1,0,3,7,14,2
14091,Teocaltiche,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,134,19,6,4,19,47,39,175,24,1,3,31,69,47,166,8,1,4,31,78,44
14092,Teocuitatlán de Corona,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,43,6,3,3,11,9,11,43,5,1,1,17,12,7,38,9,2,3,7,10,7
14093,Tepatitlán de Morelos,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,311,34,13,12,102,134,16,591,47,21,22,132,259,110,1954,288,15,39,284,872,456
14094,Tequila,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,266,17,9,21,29,101,89,345,9,6,22,54,128,126,386,35,14,10,75,129,123
14095,Teuchitlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,41,8,1,2,8,13,9,34,5,0,0,7,14,8,60,9,1,4,8,17,21
14096,Tizapán el Alto,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,79,13,7,7,18,28,6,78,4,2,9,11,38,14,141,11,6,11,20,62,31
